failure_id,machine_id,failure_timestamp,component_failed,downtime_hours,failure_severity,failure_occurred,failure_within_24h,failure_within_7d,root_cause_category,root_cause_subcategory,confidence_label,engineer_verified,pre_failure_anomaly_window_hours,max_temperature_c_72h,max_vibration_x_72h,max_motor_current_a_72h,min_lubricant_quality_72h,diagnostic_summary,recommended_action
F00885,M010,2026-01-07T13:10:00,feed_dog,5.07,Moderate,1,1,1,overheating,motor overheating,0.8,True,72,92.35,0.653,3.682,65.89,feed_dog failed after a 72-hour overheating pattern connected to motor overheating. Sensor rows in that window carry related_failure_id=F00885.,inspect component and replace if worn
F00886,M010,2026-01-08T21:54:22,bobbin_case,1.05,Minor,1,1,1,wear_or_lubrication,insufficient lubrication,0.77,True,72,58.53,1.729,3.467,46.92,bobbin_case failed after a 72-hour wear_or_lubrication pattern connected to insufficient lubrication. Sensor rows in that window carry related_failure_id=F00886.,top up lubricant and inspect bearings
F00887,M007,2026-01-10T06:30:00,imaging_drum,1.26,Minor,1,1,1,overheating,fuser overheating,0.81,True,48,149.82,0.265,11.582,43.9,imaging_drum failed after a 48-hour overheating pattern connected to fuser overheating. Sensor rows in that window carry related_failure_id=F00887.,inspect component and replace if worn
F00888,M005,2026-01-12T05:58:00,network_module,9.93,Major,1,1,1,wear_or_lubrication,pan tilt motor binding,0.78,True,72,48.69,0.057,1.429,37.62,network_module failed after a 72-hour wear_or_lubrication pattern connected to pan tilt motor binding. Sensor rows in that window carry related_failure_id=F00888.,top up lubricant and inspect bearings
F00889,M006,2026-01-12T21:10:00,battery_pack,1.01,Minor,1,1,1,wear_or_lubrication,shutter actuator wear,0.92,True,72,47.64,0.202,2.86,54.61,battery_pack failed after a 72-hour wear_or_lubrication pattern connected to shutter actuator wear. Sensor rows in that window carry related_failure_id=F00889.,inspect component and replace if worn
F00890,M011,2026-01-13T04:23:00,magnetron,1.2,Minor,1,1,1,sensor_or_control,door interlock fault,0.89,True,72,74.75,0.235,9.016,66.33,magnetron failed after a 72-hour sensor_or_control pattern connected to door interlock fault. Sensor rows in that window carry related_failure_id=F00890.,check power supply and wiring
F00891,M018,2026-01-13T09:13:38,battery_cell,3.73,Moderate,1,1,1,sensor_or_control,keypad contact issue,0.78,True,72,39.21,0.031,0.08,79.61,battery_cell failed after a 72-hour sensor_or_control pattern connected to keypad contact issue. Sensor rows in that window carry related_failure_id=F00891.,clean or clear obstruction
F00892,M007,2026-01-15T13:32:09,imaging_drum,6.41,Moderate,1,1,1,overheating,fuser overheating,0.94,True,48,198.56,1.049,12.039,42.43,imaging_drum failed after a 48-hour overheating pattern connected to fuser overheating. Sensor rows in that window carry related_failure_id=F00892.,check power supply and wiring
F00893,M015,2026-01-17T07:31:00,control_board,4.98,Moderate,1,1,1,electrical_fault,control board fault,0.93,True,48,61.42,1.044,13.156,46.57,control_board failed after a 48-hour electrical_fault pattern connected to control board fault. Sensor rows in that window carry related_failure_id=F00893.,check power supply and wiring
F00894,M011,2026-01-20T17:11:00,magnetron,17.43,Major,1,1,1,sensor_or_control,door interlock fault,0.9,False,48,98.94,0.218,9.206,70.73,magnetron failed after a 48-hour sensor_or_control pattern connected to door interlock fault. Sensor rows in that window carry related_failure_id=F00894.,check power supply and wiring
F00895,M004,2026-02-01T12:18:00,cooling_path,7.15,Moderate,1,1,1,sensor_or_control,speaker driver distortion,0.82,True,72,54.86,0.091,3.805,87.15,cooling_path failed after a 72-hour sensor_or_control pattern connected to speaker driver distortion. Sensor rows in that window carry related_failure_id=F00895.,check power supply and wiring
F00896,M006,2026-02-05T00:40:00,lens_mount,2.08,Minor,1,1,1,wear_or_lubrication,shutter actuator wear,0.85,True,72,44.05,0.314,3.328,44.83,lens_mount failed after a 72-hour wear_or_lubrication pattern connected to shutter actuator wear. Sensor rows in that window carry related_failure_id=F00896.,top up lubricant and inspect bearings
F00897,M013,2026-02-08T02:23:32,coupler,1.59,Minor,1,1,1,wear_or_lubrication,coupler wear,0.83,True,72,78.04,2.194,6.173,60.62,coupler failed after a 72-hour wear_or_lubrication pattern connected to coupler wear. Sensor rows in that window carry related_failure_id=F00897.,inspect component and replace if worn
F00898,M005,2026-02-09T19:45:00,pan_tilt_motor,1.34,Minor,1,1,1,electrical_fault,power board instability,0.96,True,72,50.32,0.314,1.469,37.94,pan_tilt_motor failed after a 72-hour electrical_fault pattern connected to power board instability. Sensor rows in that window carry related_failure_id=F00898.,check power supply and wiring
F00899,M019,2026-02-09T21:54:00,thermostat,24.0,Major,1,1,1,pressure_or_airflow,door seal leak,0.83,True,48,30.93,0.851,4.767,50.49,thermostat failed after a 48-hour pressure_or_airflow pattern connected to door seal leak. Sensor rows in that window carry related_failure_id=F00899.,clean or clear obstruction
F00900,M006,2026-02-10T13:27:00,image_sensor,8.39,Moderate,1,1,1,blockage_or_jam,lens mount obstruction,0.79,False,72,50.38,0.271,3.282,52.07,image_sensor failed after a 72-hour blockage_or_jam pattern connected to lens mount obstruction. Sensor rows in that window carry related_failure_id=F00900.,clean or clear obstruction
F00901,M002,2026-02-15T00:48:45,brush_roll,5.75,Moderate,1,1,1,overheating,motor overheating,0.93,True,72,92.55,0.774,8.71,64.98,brush_roll failed after a 72-hour overheating pattern connected to motor overheating. Sensor rows in that window carry related_failure_id=F00901.,top up lubricant and inspect bearings
F00902,M016,2026-02-18T14:08:00,mounting_clamp,12.76,Major,1,1,1,overheating,audio processor overheating,0.85,True,72,68.94,0.197,1.077,70.53,mounting_clamp failed after a 72-hour overheating pattern connected to audio processor overheating. Sensor rows in that window carry related_failure_id=F00902.,top up lubricant and inspect bearings
F00903,M020,2026-02-18T14:20:05,charging_port,0.62,Minor,1,1,1,sensor_or_control,audio driver distortion,0.88,True,72,42.05,0.064,0.401,76.99,charging_port failed after a 72-hour sensor_or_control pattern connected to audio driver distortion. Sensor rows in that window carry related_failure_id=F00903.,top up lubricant and inspect bearings
F00904,M019,2026-02-26T02:04:00,condenser_fan,1.18,Minor,1,1,1,pressure_or_airflow,door seal leak,0.89,True,72,17.98,0.577,5.227,73.12,condenser_fan failed after a 72-hour pressure_or_airflow pattern connected to door seal leak. Sensor rows in that window carry related_failure_id=F00904.,clean or clear obstruction
F00905,M003,2026-02-28T22:14:00,circulation_pump,24.12,Critical,1,1,1,pressure_or_airflow,water pressure anomaly,0.77,True,72,67.62,0.632,8.982,71.84,circulation_pump failed after a 72-hour pressure_or_airflow pattern connected to water pressure anomaly. Sensor rows in that window carry related_failure_id=F00905.,clean or clear obstruction
F00906,M010,2026-03-02T13:42:13,bobbin_case,9.66,Major,1,1,1,wear_or_lubrication,needle drive vibration,0.85,True,72,77.16,2.181,3.582,49.94,bobbin_case failed after a 72-hour wear_or_lubrication pattern connected to needle drive vibration. Sensor rows in that window carry related_failure_id=F00906.,top up lubricant and inspect bearings
F00907,M011,2026-03-04T15:13:00,turntable_motor,1.17,Minor,1,1,1,sensor_or_control,door interlock fault,0.82,True,72,78.83,0.247,9.236,70.4,turntable_motor failed after a 72-hour sensor_or_control pattern connected to door interlock fault. Sensor rows in that window carry related_failure_id=F00907.,check power supply and wiring
F00908,M017,2026-03-05T15:13:58,heating_plate,11.66,Major,1,1,1,electrical_fault,power relay fault,0.96,True,72,75.12,0.08,6.763,71.68,heating_plate failed after a 72-hour electrical_fault pattern connected to power relay fault. Sensor rows in that window carry related_failure_id=F00908.,check power supply and wiring
F00909,M003,2026-03-09T11:10:04,drain_pump,12.42,Major,1,1,1,pressure_or_airflow,water pressure anomaly,0.79,True,72,80.02,0.543,10.002,66.17,drain_pump failed after a 72-hour pressure_or_airflow pattern connected to water pressure anomaly. Sensor rows in that window carry related_failure_id=F00909.,clean or clear obstruction
F00910,M009,2026-03-11T13:38:00,power_module,1.96,Minor,1,1,1,overheating,induction coil overheating,0.94,True,72,243.82,0.28,18.05,49.78,power_module failed after a 72-hour overheating pattern connected to induction coil overheating. Sensor rows in that window carry related_failure_id=F00910.,reset and recalibrate sensor
F00911,M004,2026-03-12T21:39:00,speaker_driver,21.05,Major,1,1,1,overheating,amplifier overheating,0.78,True,24,40.6,0.393,4.3,79.46,speaker_driver failed after a 24-hour overheating pattern connected to amplifier overheating. Sensor rows in that window carry related_failure_id=F00911.,schedule immediate service
F00912,M018,2026-03-14T09:34:00,lcd_display,5.76,Moderate,1,1,1,electrical_fault,battery low voltage,0.85,True,72,38.19,0.041,0.162,78.4,lcd_display failed after a 72-hour electrical_fault pattern connected to battery low voltage. Sensor rows in that window carry related_failure_id=F00912.,check power supply and wiring
F00913,M012,2026-03-14T18:05:00,blade_motor,3.79,Moderate,1,1,1,electrical_fault,charging port fault,0.86,True,72,42.34,0.497,0.982,50.9,blade_motor failed after a 72-hour electrical_fault pattern connected to charging port fault. Sensor rows in that window carry related_failure_id=F00913.,check power supply and wiring
F00914,M006,2026-03-21T05:15:00,battery_pack,45.85,Critical,1,1,1,electrical_fault,battery voltage sag,0.95,True,72,46.89,0.148,3.575,63.72,battery_pack failed after a 72-hour electrical_fault pattern connected to battery voltage sag. Sensor rows in that window carry related_failure_id=F00914.,reset and recalibrate sensor
F00915,M018,2026-03-23T23:34:00,battery_cell,14.53,Major,1,1,1,sensor_or_control,keypad contact issue,0.95,True,72,44.14,0.022,0.064,77.17,battery_cell failed after a 72-hour sensor_or_control pattern connected to keypad contact issue. Sensor rows in that window carry related_failure_id=F00915.,top up lubricant and inspect bearings
F00916,M005,2026-03-24T05:59:45,image_sensor,7.4,Moderate,1,1,1,sensor_or_control,network module fault,0.86,True,72,47.89,0.145,1.396,58.4,image_sensor failed after a 72-hour sensor_or_control pattern connected to network module fault. Sensor rows in that window carry related_failure_id=F00916.,check power supply and wiring
F00917,M019,2026-03-26T06:56:50,door_seal,12.65,Major,1,1,1,wear_or_lubrication,condenser fan imbalance,0.92,True,72,33.7,1.045,5.015,39.35,door_seal failed after a 72-hour wear_or_lubrication pattern connected to condenser fan imbalance. Sensor rows in that window carry related_failure_id=F00917.,top up lubricant and inspect bearings
F00918,M012,2026-03-26T15:52:00,charging_port,4.91,Moderate,1,1,1,electrical_fault,battery degradation,0.96,True,72,46.43,0.48,1.043,45.67,charging_port failed after a 72-hour electrical_fault pattern connected to battery degradation. Sensor rows in that window carry related_failure_id=F00918.,schedule immediate service
F00919,M001,2026-03-29T17:05:00,door_seal,0.55,Minor,1,1,1,overheating,heating element degradation,0.83,True,72,237.84,0.084,15.971,65.39,door_seal failed after a 72-hour overheating pattern connected to heating element degradation. Sensor rows in that window carry related_failure_id=F00919.,top up lubricant and inspect bearings
F00920,M016,2026-04-05T02:11:00,trigger_sensor,1.08,Minor,1,1,1,overheating,audio processor overheating,0.98,True,96,80.57,0.206,1.361,77.03,trigger_sensor failed after a 96-hour overheating pattern connected to audio processor overheating. Sensor rows in that window carry related_failure_id=F00920.,schedule immediate service
F00921,M006,2026-04-09T03:04:00,lens_mount,3.84,Moderate,1,1,1,blockage_or_jam,lens mount obstruction,0.82,False,72,53.29,0.17,3.141,64.98,lens_mount failed after a 72-hour blockage_or_jam pattern connected to lens mount obstruction. Sensor rows in that window carry related_failure_id=F00921.,schedule immediate service
F00922,M014,2026-04-12T03:25:00,keypad,7.64,Moderate,1,1,1,sensor_or_control,keypad fault,0.92,True,72,38.33,0.047,0.341,76.76,keypad failed after a 72-hour sensor_or_control pattern connected to keypad fault. Sensor rows in that window carry related_failure_id=F00922.,check power supply and wiring
F00923,M002,2026-04-12T05:06:00,motor,10.64,Major,1,1,1,blockage_or_jam,airflow restriction,0.84,True,72,115.84,2.162,8.988,67.59,motor failed after a 72-hour blockage_or_jam pattern connected to airflow restriction. Sensor rows in that window carry related_failure_id=F00923.,schedule immediate service
F00924,M002,2026-04-18T08:28:00,filter,13.34,Major,1,1,1,overheating,motor overheating,0.92,True,72,73.61,1.415,10.095,68.22,filter failed after a 72-hour overheating pattern connected to motor overheating. Sensor rows in that window carry related_failure_id=F00924.,inspect component and replace if worn
F00925,M001,2026-04-20T04:02:00,door_seal,8.5,Moderate,1,1,1,overheating,heating element degradation,0.79,False,72,280.0,0.098,16.569,73.51,door_seal failed after a 72-hour overheating pattern connected to heating element degradation. Sensor rows in that window carry related_failure_id=F00925.,check power supply and wiring
F00926,M012,2026-04-22T02:44:43,blade_motor,2.0,Minor,1,1,1,electrical_fault,charging port fault,0.92,True,72,46.66,0.516,1.132,46.61,blade_motor failed after a 72-hour electrical_fault pattern connected to charging port fault. Sensor rows in that window carry related_failure_id=F00926.,reset and recalibrate sensor
F00927,M001,2026-04-22T20:18:39,cooling_fan,6.14,Moderate,1,1,1,sensor_or_control,thermal sensor drift,0.96,True,96,238.93,0.077,15.983,72.7,cooling_fan failed after a 96-hour sensor_or_control pattern connected to thermal sensor drift. Sensor rows in that window carry related_failure_id=F00927.,check power supply and wiring
F00928,M005,2026-04-25T14:18:00,pan_tilt_motor,15.24,Major,1,1,1,sensor_or_control,network module fault,0.88,True,48,55.92,0.121,1.189,41.9,pan_tilt_motor failed after a 48-hour sensor_or_control pattern connected to network module fault. Sensor rows in that window carry related_failure_id=F00928.,reset and recalibrate sensor
F00929,M011,2026-04-25T17:49:59,door_interlock,19.9,Major,1,1,1,sensor_or_control,door interlock fault,0.78,True,72,80.93,0.26,9.171,66.78,door_interlock failed after a 72-hour sensor_or_control pattern connected to door interlock fault. Sensor rows in that window carry related_failure_id=F00929.,check power supply and wiring
